Report ID,Report Version,Reporting Entity,Report_Type_1 Day Update,Report_Type_5 Day Update,Report_Type_10 Day Update,Report_Type_Monthly Report,"Report_Type_Updated, but no time indicated",Report Month,Report Year,Submission Year,Submission Month,VIN,VIN - Unknown,Make,Model,Model Year,Same Vehicle ID,Mileage,Mileage - Unknown,Driver / Operator Type_Consumer,Driver / Operator Type_In-Vehicle,Driver / Operator Type_Remote,Driver / Operator Type_None or Other,ADAS/ADS System Version,ADAS/ADS System Version - Unk,ADAS/ADS System Version CBI,ADAS/ADS Hardware Version,ADAS/ADS Hardware Version - Unk,ADAS/ADS Hardware Version CBI,ADAS/ADS Software Version,ADAS/ADS Software Version - Unk,ADAS/ADS Software Version CBI,Other Reporting Entities?,Other Reporting Entities? - Unk,Other Reporting Entities? - NA,Federal Regulatory Exemption?,Federal Reg. Exemption - Unk,Federal Reg. Exemption - No,State or Local Permit?,State or Local Permit,ADS Equipped?,Automation System Engaged_ADAS,Automation System Engaged_ADS,"Automation System Engaged_Unknown, see Narrative",Operating Entity,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Other,Source - Other Text,Incident Year,Incident Month,Incident Date - Unknown,Notice Received Year,Notice Received Month,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,City,City - Unknown,State,Roadway Type_Highway / Freeway,Roadway Type_Intersection,Roadway Type_Parking Lot,Roadway Type_Street,Roadway Type_Traffic Circle,Roadway Type_Unknown,Roadway Surface_Dry,Roadway Surface_Snow / Slush / Ice,Roadway Surface_Unknown,Roadway Surface_Wet,Roadway Description_No Unusual Conditions,Roadway Description_Traffic Incident,Roadway Description_Work Zone,"Roadway Description_Other, Unknown or Missing",Posted Speed Limit (MPH),Posted Speed Limit - Unknown,Lighting_Dark - Lighted,Lighting_Dark - Not Lighted,Lighting_Dawn / Dusk,Lighting_Daylight,Lighting_Other or Unknown,Lighting_Dark - Unknown Lighting,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Fog/Smoke,Weather - Rain,Weather - Severe Wind,Weather - Unknown,Weather - Other,Weather - Other Text,Crash With,Highest Injury Severity Alleged_Minor,Highest Injury Severity Alleged_Moderate,Highest Injury Severity Alleged_No Injuries Reported,Highest Injury Severity Alleged_Serious,Highest Injury Severity Alleged_Unknown,Property Damage?,CP Pre-Crash Movement,CP Any Air Bags Deployed?,CP Was Vehicle Towed?,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,SV Any Air Bags Deployed?,SV Was Vehicle Towed?,SV Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - Unknown,Law Enforcement Investigating?,Investigating Agency,Investigating Agency - Unknown,Rep Ent Or Mfr Investigating?,Investigating Officer Name,Inv. Officer Name - Unknown,Investigating Officer Phone,Inv. Officer Phone - Unknown,Investigating Officer Email,Inv. Officer Email - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?
30270-2775,1,Waymo LLC,0,0,0,1,0,3.0,2022.0,2022,4,SADHW2S11M1,0,Jaguar,I-Pace,2021.0,5a468e179f46349,5356.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,3,0,2022,3,12:22,0,59e45d877dc8e66,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Backing,0,0,1,0,0,0,0,0,0,0,0,0,0,Stopped,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2022 at 12:22 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX]. 
The Waymo AV was stopped in traffic, eastbound on [XXX] in autonomous mode. A parked car to the right of the Waymo AV began reversing into the street and made contact with the rear right side of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). The Waymo AV sustained minor damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.",
30270-2774,1,Waymo LLC,0,0,0,1,0,3.0,2022.0,2022,4,SADHW2S17M1,0,Jaguar,I-Pace,2021.0,0c7d2b6074c7190,18510.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,3,0,2022,3,18:14,0,57cf0d88fbb5190,Phoenix,0,AZ ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,35.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,SUV,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,1,0,0,1,0,0,1,0,0,Stopped,0,0,1,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2022 at 6:14 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in Phoenix, AZ was in a collision involving an SUV on [XXX] at [XXX].
The Waymo AV was in autonomous mode on southbound [XXX] and stopped at a red light to make an unprotected left onto eastbound [XXX]. When the traffic light turned green, the Waymo AV slowly proceeded into the intersection and stopped to yield to oncoming traffic. The Waymo AV test driver transitioned to manual mode just before an SUV made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained minor damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.",
30270-2773,1,Waymo LLC,0,0,0,1,0,3.0,2022.0,2022,4,SADHW2S17M1,0,Jaguar,I-Pace,2021.0,6cfe3de46d13cce,11506.0,0,0,1,1,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,3,0,2022,3,07:35,0,8e5bfe2fb940434,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,SUV,0,0,1,0,0,1,Parked,0,0,0,0,1,0,0,0,0,0,0,0,0,Proceeding Straight,0,0,1,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2022 at 7:35 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving an SUV on [XXX] at [XXX] and [XXX].
The Waymo AV was traveling northeast on [XXX] in manual mode in a narrow passageway. The Waymo AV approached a stop sign and the test driver steered to the right around a parked vehicle with oncoming traffic approaching. The right rear sensor housing of the Waymo AV made contact with a parked SUV on the right side of the road. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained minor damage.
Waymo is reporting this crash under Request No. 2 of Standing General Order 2021-01. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.",
30270-2646,2,Waymo LLC,0,0,1,0,0,,,2022,4,SADHW2S17M1,0,Jaguar,I-Pace,2021.0,e99629229709aa3,18215.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,4,0,2022,4,19:55,0,fe401a0077fd15d,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,1,0,0,1,0,0,1,0,0,Stopped,0,1,1,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on April [XXX], 2022 [Report ID # 30270-2646-1]. 
On April [XXX], 2022 at 7:55 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, CA was in a collision involving a passenger car on [XXX] at [XXX] 
The Waymo AV came to a stop at a stop sign on [XXX] at [XXX] and as it was about to proceed, a passenger vehicle behind the Waymo AV then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained minor damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.",
502-2751,1,Ford Motor Company,0,0,0,1,0,4.0,2022.0,2022,4,3FA6P0MUXKR,0,Ford,Fusion,2019.0,238ab9f4a902425,11510.0,0,0,1,0,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Argo AI,0,0,0,1,1,0,0,,2022,3,0,2022,3,12:50,0,d35bd0a494facfa,Miami,0,FL ,0,1,0,0,0,0,0,0,0,1,1,0,0,0,30.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,0,0,0,Stopped,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Yes,Miami Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30610-2651,1,"Zoox, Inc.",0,0,0,1,0,4.0,2022.0,2022,4,5TDDCRFH3GS,0,Toyota,Highlander,2016.0,97156a6f45ace72,57678.0,0,0,1,0,0,57.22.29.03,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Zoox,0,0,0,0,1,0,0,,2022,3,0,2022,4,08:20,0,803ff4d1cb60b2e,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,Passenger Car,1,0,0,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,0,0,0,Stopped,0,0,1,1.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,No,, ,No,, ,, ,, ,Yes, ,A Zoox vehicle in autonomous mode was stopped in traffic when a passenger vehicle from behind made contact with the rear of the Zoox vehicle at low speed. The police were not called.,
30711-2666,1,Pony.ai,0,0,0,1,0,4.0,2022.0,2022,4,KM8K23AG2KU,0,Hyundai,Kona EV,2019.0,3c0a1911f17aec1,54796.0,0,0,1,0,0,L4,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Pony.ai,0,0,0,1,0,0,0,,2022,3,0,2022,3,11:30,0,4b9badd8c2314e0,Tustin,0,CA ,0,0,0,1,0,0,0,0,0,1,0,0,0,1,45.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,,"Other, see Narrative",0,0,1,0,0,1,"Other, see Narrative",0,0,0,0,0,0,0,0,0,0,0,0,1,Proceeding Straight,0,0,1,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,No,, ,Yes,, ,, ,, ,Yes, ,"On March [XXX], 2022, while in supervised (""Drivered"") autonomous mode traveling eastbound in the right lane of [XXX] in Tustin, CA, a Pony.ai Autonomous Vehicle drove over a temporary sign that had previously fallen over and was lying flat on its side in the travel lane. The impact redirected the vehicle towards the curb. The Safety Operator took control, disengaging autonomous mode, braked, and steered the vehicle away from the direction of the curb. The right front tire scraped the right curb. The vehicle sustained minor damage to the right front strut and control arm. There were no injuries and no other vehicles involved. The Safety Operator drove the vehicle back to Pony.ai's Irvine facility. Explanation for ""Roadway Description"": There was a sign lying flat on its side in the travel lane. Explanation for ""Crash With"" Description: The subject vehicle's tire made contact with the right curb.",
30290-2696,1,Argo AI,0,0,0,1,0,4.0,2022.0,2022,4,3FA6P0MUXKR,0,Ford,Fusion,2019.0,238ab9f4a902425,11510.0,0,0,1,0,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Argo AI,0,0,0,1,1,0,0,,2022,3,0,2022,3,12:50,0,d35bd0a494facfa,Miami,0,FL ,0,1,0,0,0,0,0,0,0,1,1,0,0,0,30.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,0,0,0,1,0,0,0,0,0,Stopped,0,0,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Yes,Miami Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
273-2632,2,"Chrysler (FCA US, LLC)",0,0,1,0,0,,,2022,4,1C4RJHET6N8,0,Jeep,Grand Cherokee,2022.0,ab99e94b2b40e97,6958.0,0,1,0,0,0,,1,0,,0,0,,0,0,,0,0,,0,0,0,,1,1,0,0,,0,0,0,1,0,0,0,,2022,4,0,2022,4,03:30,0,9f21c8535dd6f30,Saint Clair,0,MI ,0,0,0,0,0,1,1,0,0,0,1,0,0,0,55.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,Other Fixed Object,0,0,1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,0,1,1,50.0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Yes,Saint Claire Police, ,Unknown,,Y,,Y,,Y,"Unknown, see Narrative", ,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y
30270-2609,2,Waymo LLC,0,0,1,0,0,,,2022,4,SADHW2S18M1,0,Jaguar,I-Pace,2021.0,2c7a9a00277e615,25713.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,3,0,2022,3,11:07,0,b87c3d684c9934c,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,SUV,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,1,0,0,1,0,0,1,0,0,Proceeding Straight,0,1,1,4.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on April [XXX], 2022 [Report ID # 30270-2609-1]. 
On March [XXX], 2022 at 11:07 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving an SUV on the 1000 block of [XXX]. 
The Waymo AV was stopped at a red traffic light on southbound [XXX] when a pedestrian entered the crosswalk. When the traffic light turned green, the Waymo AV remained stopped for a crossing pedestrian who had just reached the pedestrian island in the middle of the crosswalk. After a brief pause, the ADV started to proceed, when the SUV behind the Waymo AV then made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained minor damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.",
30270-2610,2,Waymo LLC,0,0,1,0,0,,,2022,4,SADHW2S19M1,0,Jaguar,I-Pace,2021.0,d486f6b56e17cbc,10576.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,4,0,2022,4,02:27,0,a64835cbf9811d8,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Passenger Car,0,0,1,0,0,1,Making Right Turn,0,0,0,0,0,0,0,0,1,0,0,0,0,Proceeding Straight,0,1,1,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"The content of this report is unchanged from the initial report submitted on April [XXX], 2022 [Report ID # 30270-2610-1]. 
On April [XXX], 2022 at 2:27 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a passenger vehicle on [XXX] at [XXX]. 
The Waymo AV was in autonomous mode and proceeding southbound on [XXX] in the rightmost lane, with a passenger vehicle traveling parallel in the left adjacent lane. As the two vehicles approached [XXX], the passenger vehicle cut into the Waymo's lane and braked before turning right on [XXX]. As the passenger vehicle executed the right turn, the Waymo AV test driver transitioned to manual mode, applied the brakes, but made contact with the passenger side rear corner of the passenger vehicle. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The other party immediately left the scene of the event. The Waymo AV sustained minor damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.",
540-2594,2,"General Motors, LLC",0,0,1,0,0,,,2022,4,5G21A6P06L4,0,Cruise,AV,2020.0,cb78e142f7d9e1d,39342.0,0,0,0,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Cruise LLC,0,1,0,0,0,0,0,,2022,3,0,2022,3,02:07,0,b6c5a51fe02a6c7,San Francisco,0,CA ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Pickup Truck,0,0,1,0,0,1,Backing,0,0,0,0,0,1,0,0,0,0,0,0,0,Stopped,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,Unknown,,Y,Yes,,Y,,Y,,Y,"Unknown, see Narrative", ,"On April [XXX], 2022, GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (""GM"") manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI; GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference.? GM's submission is based on facts supplied to GM by Cruise.? GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report. (Reference file: (30412-2593-2).",
30270-2605,2,Waymo LLC,0,0,1,0,0,,,2022,4,SADHW2S1XM1,0,Jaguar,I-Pace,2021.0,3f5f631b7210b62,25407.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Waymo LLC,0,1,0,0,0,0,0,,2022,3,0,2022,3,01:16,0,ef4200310e24064,San Francisco,0,CA ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,30.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,SUV,0,0,1,0,0,1,Proceeding Straight,0,0,0,0,1,0,0,1,0,0,1,0,0,Proceeding Straight,0,1,1,9.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,No,, ,Yes,, ,, ,, ,Yes, ,"The description of the event in this report is unchanged from the initial report submitted on March [XXX], 2022 [Report ID # 30270-2605-1]. 
On March [XXX], 2022 at 1:16 AM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a SUV on [XXX] and [XXX].
The Waymo AV was slowing for a stop sign while traveling westbound on [XXX] in autonomous mode. An SUV approached from behind and made contact with the rear of the Waymo AV. The other party immediately left the scene of the event. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode, and a test driver was present (in the driver's seating position). Both vehicles sustained moderate damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.",
30270-2591,2,Waymo LLC,0,0,1,0,0,,,2022,4,SADHW2S19M1,0,Jaguar,I-Pace,2021.0,720a2c8a04ccf0d,13088.0,0,0,1,0,0,5th Generation ADS,0,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,WAYMO LLC,0,1,0,0,0,0,0,,2022,3,0,2022,3,14:57,0,078bbba609474d8,Phoenix,0,AZ ,0,1,0,0,0,0,1,0,0,0,1,0,0,0,25.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,Passenger Car,0,0,0,0,1,1,Proceeding Straight,1,1,0,0,1,0,0,1,0,0,1,0,0,Stopped,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,Yes,Phoenix Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,,Y,Yes, ,"Other than an update to the narrative to describe oncoming vehicle's separate collision and a correction to the 'Notice Received Date', the content of this report is unchanged from the initial report submitted on March [XXX], 2022 [Report ID # 30270-2465-1]. 
On March [XXX], 2022 at 15:14 PM PST a Waymo Autonomous Vehicle ('Waymo AV') operating in Phoenix, Arizona was in a collision involving a passenger car on [XXX] at [XXX]. 
At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV was stationary at a 4-way stop sign intersection when an oncoming car was involved in a separate collision, departed from its lane, and struck the Waymo AV. Both vehicles sustained damage in the front of the vehicle. 
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away and a vehicle's airbag(s) deployed. Waymo may supplement or correct its reporting with additional information as it may become available. This report was submitted from the Pacific time zone on the required date.",
30412-2593,2,Cruise LLC,0,0,1,0,0,,,2022,4,5G21A6P06L4,0,Cruise,AV,2020.0,cb78e142f7d9e1d,39342.0,0,0,0,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Cruise LLC,0,1,0,0,0,0,0,,2022,3,0,2022,3,02:07,0,b6c5a51fe02a6c7,San Francisco,0,CA ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,25.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,Pickup Truck,0,0,1,0,0,1,Backing,0,0,0,0,0,1,0,0,0,0,0,0,0,Stopped,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,Unknown,,Y,Yes,,Y,,Y,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in driverless autonomous mode, was traveling eastbound on [XXX] between [XXX] and [XXX]. The Cruise AV approached a pickup truck that was reversing on eastbound [XXX] and the Cruise AV stopped as the pickup truck continued to reverse. The pickup truck continued to reverse and made contact with the Cruise AV, damaging the front bumper of the Cruise AV. There were no injuries and the Cruise AV was towed from the incident. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y
540-2590,2,"General Motors, LLC",0,0,1,0,0,,,2022,4,5G21A6P06N4,0,Cruise,AV,2022.0,a3dbf2235f1daf1,10025.0,0,0,1,1,0,,1,0,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Cruise LLC,0,0,0,1,1,0,0,,2022,3,0,2022,3,13:24,0,71233f2d25b765e,San Francisco,0,CA ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,Non-Motorist: Cyclist,0,0,0,1,0,0,Proceeding Straight,0,0,0,0,0,0,0,0,0,0,0,0,0,Proceeding Straight,0,0,1,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,"Unknown, see Narrative", ,"On April [XXX], 2022, GM Cruise Holdings LLC (""Cruise"") filed an Incident Report (the ""Report"") under the Standing General Order 2021-01 dated June 29, 2021 (the ""Order""). General Motors LLC (""GM"") manufactured the Cruise-operated motor vehicle involved in the incident summarized in the Incident Report. Because GM is also a Reporting Entity under the Order, GM is submitting a duplicate of the redacted public copy of the Report. GM has selected ""Unknown"" in the ""ADS version"" and ""ODD time"" fields solely to avoid a second submission of nonpublic Cruise CBI GM is in possession of Cruise's responses to these fields, and incorporates Cruise's responses into this submission by reference. GM's submission is based on facts supplied to GM by Cruise. GM has not investigated the alleged incident and currently believes, based on a reasonable inquiry, that it has no independent knowledge of the facts in the Report.(Reference file: 30412-2588-2).",
30412-2588,2,Cruise LLC,0,0,1,0,0,,,2022,4,5G21A6P06N4,0,Cruise,AV,2022.0,a3dbf2235f1daf1,10025.0,0,0,1,1,0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",0,1,,0,0,,0,0,,0,0,,0,0,0,,1,0,1,0,Cruise LLC,0,0,0,1,1,0,0,,2022,3,0,2022,3,13:24,0,71233f2d25b765e,San Francisco,0,CA ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,30.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,Non-Motorist: Cyclist,0,0,0,1,0,0,Proceeding Straight,0,0,0,0,0,0,0,0,0,0,0,0,0,Proceeding Straight,0,0,1,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,Yes,San Francisco Police Department, ,Yes,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"A Cruise autonomous vehicle (""Cruise AV""), operating in supervised autonomous mode, was traveling southbound on Point [XXX] between [XXX] and [XXX]. The Cruise AV was traveling downhill when a cyclist approached the Cruise AV from behind. The Cruise AV began to brake, and shortly thereafter, the cyclist made contact with the rear window of the Cruise AV. The cyclist fell to the ground and sustained injuries. Police and Emergency Medical Services (EMS) were called. The cyclist was transferred from the scene via EMS. The impact caused damage to the rear passenger side of the bumper, rear hatch, and rear window of the Cruise AV. [REDACTED CONFIDENTIAL BUSINESS INFORMATION]",Y
